fid,photo,filename,longitude,latitude,timestamp,Pipe_ID,pipe_types,air_count,oil_count,standpipe_count,box_count,steam_count
106,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_160250.FL3.jpg,PhotonCamera_20260625_160250.FL3,"-73.99040091666667","40.7259325",2026/06/25 16:02:50,pipe_106,air,2,,,,
107,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_160614.FL3.jpg,PhotonCamera_20260625_160614.FL3,"-73.98832869444445","40.727596",2026/06/25 16:06:14,pipe_107,,,,,,
108,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_160632.FL3.jpg,PhotonCamera_20260625_160632.FL3,"-73.98880516666667","40.726683722222226",2026/06/25 16:06:32,pipe_108,oil,,2,,,
109,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_160648.FL3.jpg,PhotonCamera_20260625_160648.FL3,"-73.9886753888889","40.72669038888889",2026/06/25 16:06:48,pipe_109,air,2,,,,
110,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_160837.FL3.jpg,PhotonCamera_20260625_160837.FL3,"-73.98743361111111","40.72616",2026/06/25 16:08:37,pipe_110,,,,,,
111,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_160940.FL3.jpg,PhotonCamera_20260625_160940.FL3,"-73.9868675","40.72585538888889",2026/06/25 16:09:40,pipe_111,standpipe,,,1,,
112,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_161033.FL3.jpg,PhotonCamera_20260625_161033.FL3,"-73.98631461111111","40.72599038888889",2026/06/25 16:10:33,pipe_112,box,,,,1,
113,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_161247.FL3.jpg,PhotonCamera_20260625_161247.FL3,"-73.9859265","40.726737",2026/06/25 16:12:47,pipe_113,steam,,,,,1
115,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_161354.FL3.jpg,PhotonCamera_20260625_161354.FL3,"-73.98778683333333","40.72636191666667",2026/06/25 16:13:54,pipe_115,oil,,1,,,
116,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_163011.FL3.jpg,PhotonCamera_20260625_163011.FL3,"-73.98479483888889","40.72816380555556",2026/06/25 16:30:11,pipe_116,air,1,,,,
118,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_163053.FL3.jpg,PhotonCamera_20260625_163053.FL3,"-73.9845529","40.72802180555556",2026/06/25 16:30:53,pipe_118,air,1,,,,
119,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_163125.FL3.jpg,PhotonCamera_20260625_163125.FL3,"-73.98428429722222","40.72787844444445",2026/06/25 16:31:25,pipe_119,oil,,1,,,
120,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_163421.FL3.jpg,PhotonCamera_20260625_163421.FL3,"-73.98241169444445","40.727726000000004",2026/06/25 16:34:21,pipe_120,,,,,,
121,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PhotonCamera_20260625_163630.FL3.jpg,PhotonCamera_20260625_163630.FL3,"-73.98153038888888","40.72881111111111",2026/06/25 16:36:30,pipe_121,box,,,,1,
122,/Users/ericsandwich/Documents/2026-06_Lede/LEDE_Project-01_Pipes_2026-06-28/photos/pipe_photos/PXL_20260620_193055894.jpg,PXL_20260620_193055894,"-73.98376666666667","40.725591666666666",2026/06/20 15:30:55,pipe_122,air,,,,,
